dataset,path,signal_hit_count,examples
NeoPolyp,code/Q1_R08B0_mnms_source_only_deeplab_pilot_v1.py,105,"L3: || L4:r"""""" || L5:Q1-R08B0 — M&Ms source-only DeepLabV3-R50 pilot. || L6: || L7:Target images/masks are never opened. ### L29: || L30:VERSION = ""2026-08-19-Q1-R08B0-v1"" || L31:BUILD = ""Q1_R08B0_MNMS_SOURCE_ONLY_DEEPLABV3_R50_PILOT"" || L32: || L33:ROOT = Path(r""F:\MEDSEG_SAFETTA"") ### L35:PROTOCOL = ( || L36:ROOT / ""docs"" || L37:/ ""Q1_R08B0_mnms_source_only_deeplab_pilot_preregistered_protocol_v1.md"" || L38:) || L39:EXPECTED_PROTOCOL_SHA256 = ""fb39a60314aa6eb0db56802f2d7d14b570e465533f7964ec2982430652b286b3"" ### L61:OUTPUT_DIR = ( || L62:ROOT / ""outputs"" || L63:/ ""Q1_R08B0_mnms_source_only_deeplab_pilot_v1"" || L64:) || L65: ### L96:FEASIBILITY_DICE = 0.70 || L97: || L98:READY = ""MNMS_SOURCE_ONLY_SEGMENTATION_PILOT_READY"" || L99:INSUFFICIENT = ""MNMS_SOURCE_ONLY_SEGMENTATION_PILOT_INSUFFICIENT"" || L100: ### L97: || L98:READY = ""MNMS_SOURCE_ONLY_SEGMENTATION_PILOT_READY"" || L99:INSUFFICIENT = ""MNMS_SOURCE_ONLY_SEGMENTATION_PILOT_INSUFFICIENT"" || L100: || L101: ### L351: || L352:# --------------------------------------------------------------------------- || L353:# Frozen source splits || L354:# --------------------------------------------------------------------------- || L355: ### L354:# --------------------------------------------------------------------------- || L355: || L356:def split_source_subjects( || L357:source_rows: list[dict], || L358:source_vendor: str,"
NeoPolyp,code/Q1_R08B1_mnms_heterogeneous_source_only_panel_v1.py,126,"L3: || L4:r"""""" || L5:Q1-R08B1 — Formal heterogeneous M&Ms source-only model-state panel. || L6: || L7:Architectures: ### L49: || L50:VERSION = ""2026-08-20-Q1-R08B1-v1"" || L51:BUILD = ""Q1_R08B1_MNMS_HETEROGENEOUS_SOURCE_ONLY_PANEL"" || L52: || L53:PROTOCOL = ROOT / ""docs"" / ""Q1_R08B1_mnms_heterogeneous_source_only_panel_preregistered_protocol_v1.md"" ### L51:BUILD = ""Q1_R08B1_MNMS_HETEROGENEOUS_SOURCE_ONLY_PANEL"" || L52: || L53:PROTOCOL = ROOT / ""docs"" / ""Q1_R08B1_mnms_heterogeneous_source_only_panel_preregistered_protocol_v1.md"" || L54:EXPECTED_PROTOCOL_SHA256 = ""7064ec5a3d4223fda0b7154187b442ff65eac23c2f2769ae06f88a03f533105a"" || L55: ### L59:EXPECTED_R08A2_DECISION = ""MNMS_COMPACT_BA_ASSET_READY"" || L60: || L61:R08B0_DIR = ROOT / ""outputs"" / ""Q1_R08B0_mnms_source_only_deeplab_pilot_v1"" || L62:R08B0_LOCK = R08B0_DIR / ""Q1_R08B0_MNMS_SOURCE_ONLY_PILOT_LOCK.json"" || L63:R08B0_SPLIT = R08B0_DIR / ""source_split_manifest.csv"" ### L60: || L61:R08B0_DIR = ROOT / ""outputs"" / ""Q1_R08B0_mnms_source_only_deeplab_pilot_v1"" || L62:R08B0_LOCK = R08B0_DIR / ""Q1_R08B0_MNMS_SOURCE_ONLY_PILOT_LOCK.json"" || L63:R08B0_SPLIT = R08B0_DIR / ""source_split_manifest.csv"" || L64:EXPECTED_R08B0_LOCK_SHA256 = ""393fae163812613b9d7980236deb75d1b5d80d6c52fc98de8e9d461e514a5582"" ### L61:R08B0_DIR = ROOT / ""outputs"" / ""Q1_R08B0_mnms_source_only_deeplab_pilot_v1"" || L62:R08B0_LOCK = R08B0_DIR / ""Q1_R08B0_MNMS_SOURCE_ONLY_PILOT_LOCK.json"" || L63:R08B0_SPLIT = R08B0_DIR / ""source_split_manifest.csv"" || L64:EXPECTED_R08B0_LOCK_SHA256 = ""393fae163812613b9d7980236deb75d1b5d80d6c52fc98de8e9d461e514a5582"" || L65:EXPECTED_R08B0_DECISION = ""MNMS_SOURCE_ONLY_SEGMENTATION_PILOT_READY"" ### L63:R08B0_SPLIT = R08B0_DIR / ""source_split_manifest.csv"" || L64:EXPECTED_R08B0_LOCK_SHA256 = ""393fae163812613b9d7980236deb75d1b5d80d6c52fc98de8e9d461e514a5582"" || L65:EXPECTED_R08B0_DECISION = ""MNMS_SOURCE_ONLY_SEGMENTATION_PILOT_READY"" || L66: || L67:DATA_DIR = ROOT / ""data"" / ""processed"" / ""MnMs_R08A2_BA_compact_v1"" ### L67:DATA_DIR = ROOT / ""data"" / ""processed"" / ""MnMs_R08A2_BA_compact_v1"" || L68:CASE_MANIFEST = DATA_DIR / ""case_manifest.csv"" || L69:OUTPUT_DIR = ROOT / ""outputs"" / ""Q1_R08B1_mnms_heterogeneous_source_only_panel_v1"" || L70: || L71:ARCHITECTURES = (""deeplabv3_r50"", ""fcn_r50"", ""segformer_b0"")"
NeoPolyp,code/Q1_R08B1_mnms_heterogeneous_source_only_panel_v1_fix1.py,126,"L3: || L4:r"""""" || L5:Q1-R08B1 — Formal heterogeneous M&Ms source-only model-state panel. || L6: || L7:Architectures: ### L49: || L50:VERSION = ""2026-08-20-Q1-R08B1-v1-fix1"" || L51:BUILD = ""Q1_R08B1_MNMS_HETEROGENEOUS_SOURCE_ONLY_PANEL"" || L52: || L53:PROTOCOL = ROOT / ""docs"" / ""Q1_R08B1_mnms_heterogeneous_source_only_panel_preregistered_protocol_v1.md"" ### L51:BUILD = ""Q1_R08B1_MNMS_HETEROGENEOUS_SOURCE_ONLY_PANEL"" || L52: || L53:PROTOCOL = ROOT / ""docs"" / ""Q1_R08B1_mnms_heterogeneous_source_only_panel_preregistered_protocol_v1.md"" || L54:EXPECTED_PROTOCOL_SHA256 = ""7064ec5a3d4223fda0b7154187b442ff65eac23c2f2769ae06f88a03f533105a"" || L55: ### L59:EXPECTED_R08A2_DECISION = ""MNMS_COMPACT_BA_ASSET_READY"" || L60: || L61:R08B0_DIR = ROOT / ""outputs"" / ""Q1_R08B0_mnms_source_only_deeplab_pilot_v1"" || L62:R08B0_LOCK = R08B0_DIR / ""Q1_R08B0_MNMS_SOURCE_ONLY_PILOT_LOCK.json"" || L63:R08B0_SPLIT = R08B0_DIR / ""source_split_manifest.csv"" ### L60: || L61:R08B0_DIR = ROOT / ""outputs"" / ""Q1_R08B0_mnms_source_only_deeplab_pilot_v1"" || L62:R08B0_LOCK = R08B0_DIR / ""Q1_R08B0_MNMS_SOURCE_ONLY_PILOT_LOCK.json"" || L63:R08B0_SPLIT = R08B0_DIR / ""source_split_manifest.csv"" || L64:EXPECTED_R08B0_LOCK_SHA256 = ""393fae163812613b9d7980236deb75d1b5d80d6c52fc98de8e9d461e514a5582"" ### L61:R08B0_DIR = ROOT / ""outputs"" / ""Q1_R08B0_mnms_source_only_deeplab_pilot_v1"" || L62:R08B0_LOCK = R08B0_DIR / ""Q1_R08B0_MNMS_SOURCE_ONLY_PILOT_LOCK.json"" || L63:R08B0_SPLIT = R08B0_DIR / ""source_split_manifest.csv"" || L64:EXPECTED_R08B0_LOCK_SHA256 = ""393fae163812613b9d7980236deb75d1b5d80d6c52fc98de8e9d461e514a5582"" || L65:EXPECTED_R08B0_DECISION = ""MNMS_SOURCE_ONLY_SEGMENTATION_PILOT_READY"" ### L63:R08B0_SPLIT = R08B0_DIR / ""source_split_manifest.csv"" || L64:EXPECTED_R08B0_LOCK_SHA256 = ""393fae163812613b9d7980236deb75d1b5d80d6c52fc98de8e9d461e514a5582"" || L65:EXPECTED_R08B0_DECISION = ""MNMS_SOURCE_ONLY_SEGMENTATION_PILOT_READY"" || L66: || L67:DATA_DIR = ROOT / ""data"" / ""processed"" / ""MnMs_R08A2_BA_compact_v1"" ### L67:DATA_DIR = ROOT / ""data"" / ""processed"" / ""MnMs_R08A2_BA_compact_v1"" || L68:CASE_MANIFEST = DATA_DIR / ""case_manifest.csv"" || L69:OUTPUT_DIR = ROOT / ""outputs"" / ""Q1_R08B1_mnms_heterogeneous_source_only_panel_v1"" || L70: || L71:ARCHITECTURES = (""deeplabv3_r50"", ""fcn_r50"", ""segformer_b0"")"
NeoPolyp,code/Q1_R08C1_mnms_source_only_harm_predictability_audit_v1.py,5,"L2:# -*- coding: utf-8 -*- || L3:"""""" || L4:Q1-R08C1 Source-only HARM Predictability Audit || L5:"""""" || L6: ### L75:groups = df[""subject_id""].astype(str).values || L76: || L77:print(""===== Q1-R08C1 SOURCE-ONLY HARM PREDICTABILITY AUDIT ====="") || L78:print(""Version:"", VERSION) || L79:print(""rows="", len(df)) ### L137:}, f, indent=2) || L138: || L139:print(""Decision: MNMS_SOURCE_ONLY_HARM_PREDICTABILITY_COMPLETE"") || L140: || L141: ### L144:p.add_argument(""--self-test"", action=""store_true"") || L145:p.add_argument(""--asset"", || L146:default=r""F:\MEDSEG_SAFETTA\outputs\Q1_R08C0_mnms_source_utility_asset_v1"") || L147:p.add_argument(""--output"", || L148:default=r""F:\MEDSEG_SAFETTA\outputs\Q1_R08C1_mnms_source_only_harm_predictability_audit_v1"") ### L146:default=r""F:\MEDSEG_SAFETTA\outputs\Q1_R08C0_mnms_source_utility_asset_v1"") || L147:p.add_argument(""--output"", || L148:default=r""F:\MEDSEG_SAFETTA\outputs\Q1_R08C1_mnms_source_only_harm_predictability_audit_v1"") || L149:args = p.parse_args() || L150:"
NeoPolyp,code/Q1_R08C1_mnms_source_only_harm_predictability_audit_v1_fix1.py,9,"L4:"""""" || L5:Q1-R08C1 FIX1 || L6:M&Ms Source-only HARM Predictability Audit || L7: || L8:Input: ### L7: || L8:Input: || L9:Q1_R08C0/source_utility_table.csv || L10: || L11:Label: ### L67: || L68:def main_run(args): || L69:csv_path = Path(args.asset) / ""source_utility_table.csv"" || L70: || L71:if not csv_path.exists(): ### L88:drop_cols = { || L89:""direction"", || L90:""source_vendor"", || L91:""target_vendor"", || L92:""architecture"", ### L94:""subject_id"", || L95:""centre"", || L96:""source_group_fold"", || L97:""perturbation"", || L98:""outcome"" ### L109:).fillna(0) || L110: || L111:print(""===== Q1-R08C1 FIX1 SOURCE-ONLY HARM PREDICTABILITY ====="") || L112:print(""Version:"", VERSION) || L113:print(""rows="", len(df)) ### L176:}, f, indent=2) || L177: || L178:print(""Decision: MNMS_SOURCE_ONLY_HARM_PREDICTABILITY_COMPLETE"") || L179: || L180: ### L189:parser.add_argument( || L190:""--asset"", || L191:default=r""F:\MEDSEG_SAFETTA\outputs\Q1_R08C0_mnms_source_utility_asset_v1"" || L192:) || L193:"
NeoPolyp,code/Q1_R08E1_neopolyp_frozen_risk_inference_v1.py,24,"L7: || L8:Purpose: || L9:Generate external NeoPolyp risk scores using the frozen source-only || L10:harm predictor. || L11: ### L17: || L18:Input: || L19:A prepared NeoPolyp table containing frozen source-only uncertainty || L20:features plus source/A1 outcomes. || L21: ### L18:Input: || L19:A prepared NeoPolyp table containing frozen source-only uncertainty || L20:features plus source/A1 outcomes. || L21: || L22:Output: ### L47:def build_frozen_predictor(): || L48:# R08C1 frozen model family. || L49:# Coefficients should be injected from the locked source-only training artifact. || L50:return Pipeline([ || L51:(""scaler"", StandardScaler()), ### L68: || L69:feature_cols = [ || L70:""source_entropy_mean"", || L71:""source_entropy_std"", || L72:""source_entropy_q10"", ### L69:feature_cols = [ || L70:""source_entropy_mean"", || L71:""source_entropy_std"", || L72:""source_entropy_q10"", || L73:""source_entropy_q50"", ### L70:""source_entropy_mean"", || L71:""source_entropy_std"", || L72:""source_entropy_q10"", || L73:""source_entropy_q50"", || L74:""source_entropy_q90"", ### L71:""source_entropy_std"", || L72:""source_entropy_q10"", || L73:""source_entropy_q50"", || L74:""source_entropy_q90"", || L75:""source_prob_mean"","
NeoPolyp,code/Q1_R08E1_neopolyp_frozen_risk_inference_v1_fix2.py,21,"L8:Uses: || L9:- R08E0p5 frozen harm predictor artifact || L10:- NeoPolyp source-only uncertainty features || L11: || L12:No: ### L29: || L30:FEATURES = [ || L31:""source_entropy_mean"", || L32:""source_entropy_std"", || L33:""source_entropy_q10"", ### L30:FEATURES = [ || L31:""source_entropy_mean"", || L32:""source_entropy_std"", || L33:""source_entropy_q10"", || L34:""source_entropy_q50"", ### L31:""source_entropy_mean"", || L32:""source_entropy_std"", || L33:""source_entropy_q10"", || L34:""source_entropy_q50"", || L35:""source_entropy_q90"", ### L32:""source_entropy_std"", || L33:""source_entropy_q10"", || L34:""source_entropy_q50"", || L35:""source_entropy_q90"", || L36:""source_prob_mean"", ### L33:""source_entropy_q10"", || L34:""source_entropy_q50"", || L35:""source_entropy_q90"", || L36:""source_prob_mean"", || L37:""source_prob_std"", ### L34:""source_entropy_q50"", || L35:""source_entropy_q90"", || L36:""source_prob_mean"", || L37:""source_prob_std"", || L38:""source_prob_q10"", ### L35:""source_entropy_q90"", || L36:""source_prob_mean"", || L37:""source_prob_std"", || L38:""source_prob_q10"", || L39:""source_prob_q50"","
NeoPolyp,code/Q1_R08E1_pre_neopolyp_feature_assembly_v1.py,24,"L25: || L26:RENAME = { || L27:""paot_mrz19_harm_probability"": ""source_entropy_mean"", || L28:""paot_mrz19_benefit_probability"": ""source_prob_mean"", || L29:""paot_raw19_harm_probability"": ""source_logit_abs_mean"", ### L26:RENAME = { || L27:""paot_mrz19_harm_probability"": ""source_entropy_mean"", || L28:""paot_mrz19_benefit_probability"": ""source_prob_mean"", || L29:""paot_raw19_harm_probability"": ""source_logit_abs_mean"", || L30:""paot_raw19_benefit_probability"": ""source_confidence_mean"", ### L27:""paot_mrz19_harm_probability"": ""source_entropy_mean"", || L28:""paot_mrz19_benefit_probability"": ""source_prob_mean"", || L29:""paot_raw19_harm_probability"": ""source_logit_abs_mean"", || L30:""paot_raw19_benefit_probability"": ""source_confidence_mean"", || L31:} ### L28:""paot_mrz19_benefit_probability"": ""source_prob_mean"", || L29:""paot_raw19_harm_probability"": ""source_logit_abs_mean"", || L30:""paot_raw19_benefit_probability"": ""source_confidence_mean"", || L31:} || L32: ### L58: || L59:feature_cols = [ || L60:""source_entropy_mean"", || L61:""source_entropy_std"", || L62:""source_entropy_q10"", ### L59:feature_cols = [ || L60:""source_entropy_mean"", || L61:""source_entropy_std"", || L62:""source_entropy_q10"", || L63:""source_entropy_q50"", ### L60:""source_entropy_mean"", || L61:""source_entropy_std"", || L62:""source_entropy_q10"", || L63:""source_entropy_q50"", || L64:""source_entropy_q90"", ### L61:""source_entropy_std"", || L62:""source_entropy_q10"", || L63:""source_entropy_q50"", || L64:""source_entropy_q90"", || L65:""source_prob_mean"","
NeoPolyp,code/Q1_R08E1_pre_neopolyp_feature_assembly_v1_fix1.py,25,"L15: || L16:FEATURES = [ || L17:""source_entropy_mean"", || L18:""source_entropy_std"", || L19:""source_entropy_q10"", ### L16:FEATURES = [ || L17:""source_entropy_mean"", || L18:""source_entropy_std"", || L19:""source_entropy_q10"", || L20:""source_entropy_q50"", ### L17:""source_entropy_mean"", || L18:""source_entropy_std"", || L19:""source_entropy_q10"", || L20:""source_entropy_q50"", || L21:""source_entropy_q90"", ### L18:""source_entropy_std"", || L19:""source_entropy_q10"", || L20:""source_entropy_q50"", || L21:""source_entropy_q90"", || L22:""source_prob_mean"", ### L19:""source_entropy_q10"", || L20:""source_entropy_q50"", || L21:""source_entropy_q90"", || L22:""source_prob_mean"", || L23:""source_prob_std"", ### L20:""source_entropy_q50"", || L21:""source_entropy_q90"", || L22:""source_prob_mean"", || L23:""source_prob_std"", || L24:""source_prob_q10"", ### L21:""source_entropy_q90"", || L22:""source_prob_mean"", || L23:""source_prob_std"", || L24:""source_prob_q10"", || L25:""source_prob_q50"", ### L22:""source_prob_mean"", || L23:""source_prob_std"", || L24:""source_prob_q10"", || L25:""source_prob_q50"", || L26:""source_prob_q90"","
NeoPolyp,code/Q1_R08F0_neopolyp_frozen_risk_aware_external_validation_v1.py,4,"L7: || L8:Purpose: || L9:External validation of the frozen source-only risk-aware TTA policy. || L10: || L11:Frozen: ### L20: || L21:Input: || L22:NeoPolyp source/A1 predictions and GT-derived outcomes. || L23: || L24:This script only evaluates the frozen policy. ### L54:required = { || L55:""risk_score"", || L56:""source_dice"", || L57:""a1_dice"", || L58:""outcome"" ### L73:use_tent, || L74:df[""a1_dice""].values, || L75:df[""source_dice""].values || L76:) || L77:"
NeoPolyp,code/Q1_R08F0_neopolyp_frozen_risk_aware_external_validation_v1_fix1.py,7,"L43:required = [ || L44:""risk_score"", || L45:""source_dice"", || L46:""a1_dice"", || L47:] ### L56: || L57:df[""policy""] = ""A1_TENT"" || L58:df.loc[df[""risk_score""] >= threshold, ""policy""] = ""SOURCE"" || L59: || L60:df[""selected_dice""] = df[""a1_dice""] ### L60:df[""selected_dice""] = df[""a1_dice""] || L61:df.loc[ || L62:df[""policy""] == ""SOURCE"", || L63:""selected_dice"" || L64:] = df.loc[ ### L63:""selected_dice"" || L64:] = df.loc[ || L65:df[""policy""] == ""SOURCE"", || L66:""source_dice"" || L67:] ### L64:] = df.loc[ || L65:df[""policy""] == ""SOURCE"", || L66:""source_dice"" || L67:] || L68: ### L71:""rows"": int(len(df)), || L72:""threshold"": threshold, || L73:""source_rows"": int((df.policy == ""SOURCE"").sum()), || L74:""tent_rows"": int((df.policy == ""A1_TENT"").sum()), || L75:""mean_source_dice"": float(df.source_dice.mean()), ### L73:""source_rows"": int((df.policy == ""SOURCE"").sum()), || L74:""tent_rows"": int((df.policy == ""A1_TENT"").sum()), || L75:""mean_source_dice"": float(df.source_dice.mean()), || L76:""mean_a1_dice"": float(df.a1_dice.mean()), || L77:""mean_selected_dice"": float(df.selected_dice.mean()),"
NeoPolyp,code/Q1_R10H2_NeoPolyp_external_labeled_panel_builder_fix1.py,33,"L31: || L32:RAW_FEATURES = [ || L33:""source_entropy_mean"", || L34:""source_entropy_std"", || L35:""source_entropy_q10"", ### L32:RAW_FEATURES = [ || L33:""source_entropy_mean"", || L34:""source_entropy_std"", || L35:""source_entropy_q10"", || L36:""source_entropy_q50"", ### L33:""source_entropy_mean"", || L34:""source_entropy_std"", || L35:""source_entropy_q10"", || L36:""source_entropy_q50"", || L37:""source_entropy_q90"", ### L34:""source_entropy_std"", || L35:""source_entropy_q10"", || L36:""source_entropy_q50"", || L37:""source_entropy_q90"", || L38:""source_prob_mean"", ### L35:""source_entropy_q10"", || L36:""source_entropy_q50"", || L37:""source_entropy_q90"", || L38:""source_prob_mean"", || L39:""source_prob_std"", ### L36:""source_entropy_q50"", || L37:""source_entropy_q90"", || L38:""source_prob_mean"", || L39:""source_prob_std"", || L40:""source_prob_q10"", ### L37:""source_entropy_q90"", || L38:""source_prob_mean"", || L39:""source_prob_std"", || L40:""source_prob_q10"", || L41:""source_prob_q50"", ### L38:""source_prob_mean"", || L39:""source_prob_std"", || L40:""source_prob_q10"", || L41:""source_prob_q50"", || L42:""source_prob_q90"","
PolypGen,code/Q1_R10L1B_polypgen_unique_static_manifest_lock_fix1.py,6,"L13:- one unmatched image stem and one unmatched mask stem in C3. || L14: || L15:Before source-training overlap audit or any external inference, freeze a || L16:deduplicated static-image manifest. || L17: ### L158:expected = ( || L159:""POLYPGEN_OFFICIAL_SINGLEFRAME_TECHNICALLY_READY_"" || L160:""SOURCE_TRAINING_OVERLAP_UNRESOLVED"" || L161:) || L162:if prev.get(""decision"") != expected: ### L205: || L206:# ------------------------------------------------------------------ || L207:# Recompute hashes from source files; do not trust cached values only. || L208:# ------------------------------------------------------------------ || L209:rgb_hash = [] ### L439:decision = ( || L440:""POLYPGEN_STATIC_UNIQUE_MANIFEST_LOCKED_"" || L441:""PENDING_SOURCE_TRAINING_AUDIT"" || L442:) || L443: ### L456:""model_inference_run"": False, || L457:""performance_evaluated"": False, || L458:""source_training_overlap_status"": ""PENDING_R10L2"", || L459:""locked_manifest"": str(manifest_out), || L460:} ### L471:print(""MODEL INFERENCE RUN: NO"") || L472:print(""PERFORMANCE EVALUATED: NO"") || L473:print(""SOURCE-TRAINING OVERLAP STATUS: PENDING_R10L2"") || L474:print(""\nOutputs:"") || L475:print(manifest_out)"
PolypGen,code/Q1_R10L1B_polypgen_unique_static_manifest_lock_fix2.py,6,"L13:- one unmatched image stem and one unmatched mask stem in C3. || L14: || L15:Before source-training overlap audit or any external inference, freeze a || L16:deduplicated static-image manifest. || L17: ### L158:expected = ( || L159:""POLYPGEN_OFFICIAL_SINGLEFRAME_TECHNICALLY_READY_"" || L160:""SOURCE_TRAINING_OVERLAP_UNRESOLVED"" || L161:) || L162:if prev.get(""decision"") != expected: ### L205: || L206:# ------------------------------------------------------------------ || L207:# Recompute hashes from source files; do not trust cached values only. || L208:# ------------------------------------------------------------------ || L209:rgb_hash = [] ### L477:decision = ( || L478:""POLYPGEN_STATIC_UNIQUE_MANIFEST_LOCKED_"" || L479:""PENDING_SOURCE_TRAINING_AUDIT"" || L480:) || L481: ### L496:""model_inference_run"": False, || L497:""performance_evaluated"": False, || L498:""source_training_overlap_status"": ""PENDING_R10L2"", || L499:""locked_manifest"": str(manifest_out), || L500:} ### L511:print(""MODEL INFERENCE RUN: NO"") || L512:print(""PERFORMANCE EVALUATED: NO"") || L513:print(""SOURCE-TRAINING OVERLAP STATUS: PENDING_R10L2"") || L514:print(""\nOutputs:"") || L515:print(manifest_out)"
PolypGen,code/Q1_R10L1B_polypgen_unique_static_manifest_lock_fix3.py,6,"L13:- one unmatched image stem and one unmatched mask stem in C3. || L14: || L15:Before source-training overlap audit or any external inference, freeze a || L16:deduplicated static-image manifest. || L17: ### L158:expected = ( || L159:""POLYPGEN_OFFICIAL_SINGLEFRAME_TECHNICALLY_READY_"" || L160:""SOURCE_TRAINING_OVERLAP_UNRESOLVED"" || L161:) || L162:if prev.get(""decision"") != expected: ### L205: || L206:# ------------------------------------------------------------------ || L207:# Recompute hashes from source files; do not trust cached values only. || L208:# ------------------------------------------------------------------ || L209:rgb_hash = [] ### L513:decision = ( || L514:""POLYPGEN_STATIC_UNIQUE_MANIFEST_LOCKED_"" || L515:""PENDING_SOURCE_TRAINING_AUDIT"" || L516:) || L517: ### L536:""model_inference_run"": False, || L537:""performance_evaluated"": False, || L538:""source_training_overlap_status"": ""PENDING_R10L2"", || L539:""locked_manifest"": str(manifest_out), || L540:} ### L551:print(""MODEL INFERENCE RUN: NO"") || L552:print(""PERFORMANCE EVALUATED: NO"") || L553:print(""SOURCE-TRAINING OVERLAP STATUS: PENDING_R10L2"") || L554:print(""\nOutputs:"") || L555:print(manifest_out)"
PolypGen,code/Q1_R10L1_polypgen_external_cohort_asset_audit_fix1.py,10,"L23:Important: || L24:This audit can establish technical pairing + no exact NeoPolyp duplication. || L25:It CANNOT by itself prove that PolypGen was absent from the original source || L26:segmentation-model training data. That remains a separate lineage gate. || L27:"""""" ### L53:DEFAULT_R10L0_LOCK = ( || L54:""F:/MEDSEG_SAFETTA/outputs/"" || L55:""Q1_R10L0_final_source_safety_estimator_lock_fix3_v1/"" || L56:""R10L0_FINAL_SOURCE_ESTIMATOR_LOCK.json"" || L57:) ### L54:""F:/MEDSEG_SAFETTA/outputs/"" || L55:""Q1_R10L0_final_source_safety_estimator_lock_fix3_v1/"" || L56:""R10L0_FINAL_SOURCE_ESTIMATOR_LOCK.json"" || L57:) || L58: ### L192:print(""METHOD TUNING: NONE"") || L193:print(""THRESHOLD TUNING: NONE"") || L194:print(""SOURCE ESTIMATOR REFIT: NONE"") || L195:print(""CANDIDATE ROOT:"", root) || L196:print() ### L198:print(""PolypGen root exists:"", root.exists(), root) || L199:print(""NeoPolyp manifest exists:"", neo_manifest_path.exists()) || L200:print(""R10L0 source lock exists:"", r10l0_lock_path.exists()) || L201: || L202:if not r10l0_lock_path.exists(): ### L207: || L208:expected = ( || L209:""FINAL_SOURCE_ESTIMATOR_LOCKED_FOR_INDEPENDENT_EXTERNAL_VALIDATION"" || L210:) || L211:if lock.get(""decision"") != expected: ### L211:if lock.get(""decision"") != expected: || L212:raise AssertionError( || L213:""R10L0 source estimator is not in the expected frozen state."" || L214:) || L215: ### L432:decision = ( || L433:""POLYPGEN_TECHNICAL_PAIRING_READY_"" || L434:""SOURCE_TRAINING_OVERLAP_UNRESOLVED"" || L435:) || L436:else:"
PolypGen,code/Q1_R10L1_polypgen_official_singleframe_asset_audit_fix2.py,9,"L44:7) write center-aware locked manifest. || L45: || L46:Source-training overlap remains a separate R10L2 gate. || L47:"""""" || L48: ### L73:DEFAULT_R10L0_LOCK = ( || L74:""F:/MEDSEG_SAFETTA/outputs/"" || L75:""Q1_R10L0_final_source_safety_estimator_lock_fix3_v1/"" || L76:""R10L0_FINAL_SOURCE_ESTIMATOR_LOCK.json"" || L77:) ### L74:""F:/MEDSEG_SAFETTA/outputs/"" || L75:""Q1_R10L0_final_source_safety_estimator_lock_fix3_v1/"" || L76:""R10L0_FINAL_SOURCE_ESTIMATOR_LOCK.json"" || L77:) || L78: ### L210:print(""METHOD TUNING: NONE"") || L211:print(""THRESHOLD TUNING: NONE"") || L212:print(""SOURCE ESTIMATOR REFIT: NONE"") || L213:print(""ROOT:"", root) || L214:print() ### L231: || L232:expected_lock = ( || L233:""FINAL_SOURCE_ESTIMATOR_LOCKED_FOR_INDEPENDENT_EXTERNAL_VALIDATION"" || L234:) || L235:if lock.get(""decision"") != expected_lock: ### L234:) || L235:if lock.get(""decision"") != expected_lock: || L236:raise AssertionError(""R10L0 source estimator lock is not frozen."") || L237: || L238:# ------------------------------------------------------------------ ### L511:decision = ( || L512:""POLYPGEN_OFFICIAL_SINGLEFRAME_TECHNICALLY_READY_"" || L513:""SOURCE_TRAINING_OVERLAP_UNRESOLVED"" || L514:) || L515:else: ### L537:""within_polypgen_duplicate_rows"": within_duplicate_rows, || L538:""exact_neopolyp_rgb_duplicates"": exact_dups, || L539:""source_training_overlap_status"": ""UNRESOLVED"", || L540:""model_inference_run"": False, || L541:""external_performance_evaluated"": False,"
