path,datasets,signal_hit_count,examples
code/Q1_R08B0_mnms_source_only_deeplab_pilot_v1.py,,123,"L3: || L4:r"""""" || L5:Q1-R08B0 — M&Ms source-only DeepLabV3-R50 pilot. || L6: || L7:Target images/masks are never opened. ### L29: || L30:VERSION = ""2026-08-19-Q1-R08B0-v1"" || L31:BUILD = ""Q1_R08B0_MNMS_SOURCE_ONLY_DEEPLABV3_R50_PILOT"" || L32: || L33:ROOT = Path(r""F:\MEDSEG_SAFETTA"") ### L35:PROTOCOL = ( || L36:ROOT / ""docs"" || L37:/ ""Q1_R08B0_mnms_source_only_deeplab_pilot_preregistered_protocol_v1.md"" || L38:) || L39:EXPECTED_PROTOCOL_SHA256 = ""fb39a60314aa6eb0db56802f2d7d14b570e465533f7964ec2982430652b286b3"" ### L40: || L41:R08A2_DIR = ( || L42:ROOT / ""outputs"" || L43:/ ""Q1_R08A2_mnms_zip_streaming_compact_preprocessing_v1"" || L44:) ### L59:CASE_MANIFEST = DATA_DIR / ""case_manifest.csv"" || L60: || L61:OUTPUT_DIR = ( || L62:ROOT / ""outputs"" || L63:/ ""Q1_R08B0_mnms_source_only_deeplab_pilot_v1"" ### L60: || L61:OUTPUT_DIR = ( || L62:ROOT / ""outputs"" || L63:/ ""Q1_R08B0_mnms_source_only_deeplab_pilot_v1"" || L64:) ### L61:OUTPUT_DIR = ( || L62:ROOT / ""outputs"" || L63:/ ""Q1_R08B0_mnms_source_only_deeplab_pilot_v1"" || L64:) || L65: ### L96:FEASIBILITY_DICE = 0.70 || L97: || L98:READY = ""MNMS_SOURCE_ONLY_SEGMENTATION_PILOT_READY"" || L99:INSUFFICIENT = ""MNMS_SOURCE_ONLY_SEGMENTATION_PILOT_INSUFFICIENT"" || L100:"
code/Q1_R08B1_mnms_heterogeneous_source_only_panel_v1.py,,142,"L3: || L4:r"""""" || L5:Q1-R08B1 — Formal heterogeneous M&Ms source-only model-state panel. || L6: || L7:Architectures: ### L49: || L50:VERSION = ""2026-08-20-Q1-R08B1-v1"" || L51:BUILD = ""Q1_R08B1_MNMS_HETEROGENEOUS_SOURCE_ONLY_PANEL"" || L52: || L53:PROTOCOL = ROOT / ""docs"" / ""Q1_R08B1_mnms_heterogeneous_source_only_panel_preregistered_protocol_v1.md"" ### L51:BUILD = ""Q1_R08B1_MNMS_HETEROGENEOUS_SOURCE_ONLY_PANEL"" || L52: || L53:PROTOCOL = ROOT / ""docs"" / ""Q1_R08B1_mnms_heterogeneous_source_only_panel_preregistered_protocol_v1.md"" || L54:EXPECTED_PROTOCOL_SHA256 = ""7064ec5a3d4223fda0b7154187b442ff65eac23c2f2769ae06f88a03f533105a"" || L55: ### L54:EXPECTED_PROTOCOL_SHA256 = ""7064ec5a3d4223fda0b7154187b442ff65eac23c2f2769ae06f88a03f533105a"" || L55: || L56:R08A2_DIR = ROOT / ""outputs"" / ""Q1_R08A2_mnms_zip_streaming_compact_preprocessing_v1"" || L57:R08A2_LOCK = R08A2_DIR / ""Q1_R08A2_MNMS_COMPACT_BA_ASSET_LOCK.json"" || L58:EXPECTED_R08A2_LOCK_SHA256 = ""e7df0cb2228a8b1f405ec97b78674763d48a4bd9a061017ef2cb61f67640c4c9"" ### L59:EXPECTED_R08A2_DECISION = ""MNMS_COMPACT_BA_ASSET_READY"" || L60: || L61:R08B0_DIR = ROOT / ""outputs"" / ""Q1_R08B0_mnms_source_only_deeplab_pilot_v1"" || L62:R08B0_LOCK = R08B0_DIR / ""Q1_R08B0_MNMS_SOURCE_ONLY_PILOT_LOCK.json"" || L63:R08B0_SPLIT = R08B0_DIR / ""source_split_manifest.csv"" ### L60: || L61:R08B0_DIR = ROOT / ""outputs"" / ""Q1_R08B0_mnms_source_only_deeplab_pilot_v1"" || L62:R08B0_LOCK = R08B0_DIR / ""Q1_R08B0_MNMS_SOURCE_ONLY_PILOT_LOCK.json"" || L63:R08B0_SPLIT = R08B0_DIR / ""source_split_manifest.csv"" || L64:EXPECTED_R08B0_LOCK_SHA256 = ""393fae163812613b9d7980236deb75d1b5d80d6c52fc98de8e9d461e514a5582"" ### L61:R08B0_DIR = ROOT / ""outputs"" / ""Q1_R08B0_mnms_source_only_deeplab_pilot_v1"" || L62:R08B0_LOCK = R08B0_DIR / ""Q1_R08B0_MNMS_SOURCE_ONLY_PILOT_LOCK.json"" || L63:R08B0_SPLIT = R08B0_DIR / ""source_split_manifest.csv"" || L64:EXPECTED_R08B0_LOCK_SHA256 = ""393fae163812613b9d7980236deb75d1b5d80d6c52fc98de8e9d461e514a5582"" || L65:EXPECTED_R08B0_DECISION = ""MNMS_SOURCE_ONLY_SEGMENTATION_PILOT_READY"" ### L63:R08B0_SPLIT = R08B0_DIR / ""source_split_manifest.csv"" || L64:EXPECTED_R08B0_LOCK_SHA256 = ""393fae163812613b9d7980236deb75d1b5d80d6c52fc98de8e9d461e514a5582"" || L65:EXPECTED_R08B0_DECISION = ""MNMS_SOURCE_ONLY_SEGMENTATION_PILOT_READY"" || L66: || L67:DATA_DIR = ROOT / ""data"" / ""processed"" / ""MnMs_R08A2_BA_compact_v1"""
code/Q1_R08B1_mnms_heterogeneous_source_only_panel_v1_fix1.py,,142,"L3: || L4:r"""""" || L5:Q1-R08B1 — Formal heterogeneous M&Ms source-only model-state panel. || L6: || L7:Architectures: ### L49: || L50:VERSION = ""2026-08-20-Q1-R08B1-v1-fix1"" || L51:BUILD = ""Q1_R08B1_MNMS_HETEROGENEOUS_SOURCE_ONLY_PANEL"" || L52: || L53:PROTOCOL = ROOT / ""docs"" / ""Q1_R08B1_mnms_heterogeneous_source_only_panel_preregistered_protocol_v1.md"" ### L51:BUILD = ""Q1_R08B1_MNMS_HETEROGENEOUS_SOURCE_ONLY_PANEL"" || L52: || L53:PROTOCOL = ROOT / ""docs"" / ""Q1_R08B1_mnms_heterogeneous_source_only_panel_preregistered_protocol_v1.md"" || L54:EXPECTED_PROTOCOL_SHA256 = ""7064ec5a3d4223fda0b7154187b442ff65eac23c2f2769ae06f88a03f533105a"" || L55: ### L54:EXPECTED_PROTOCOL_SHA256 = ""7064ec5a3d4223fda0b7154187b442ff65eac23c2f2769ae06f88a03f533105a"" || L55: || L56:R08A2_DIR = ROOT / ""outputs"" / ""Q1_R08A2_mnms_zip_streaming_compact_preprocessing_v1"" || L57:R08A2_LOCK = R08A2_DIR / ""Q1_R08A2_MNMS_COMPACT_BA_ASSET_LOCK.json"" || L58:EXPECTED_R08A2_LOCK_SHA256 = ""e7df0cb2228a8b1f405ec97b78674763d48a4bd9a061017ef2cb61f67640c4c9"" ### L59:EXPECTED_R08A2_DECISION = ""MNMS_COMPACT_BA_ASSET_READY"" || L60: || L61:R08B0_DIR = ROOT / ""outputs"" / ""Q1_R08B0_mnms_source_only_deeplab_pilot_v1"" || L62:R08B0_LOCK = R08B0_DIR / ""Q1_R08B0_MNMS_SOURCE_ONLY_PILOT_LOCK.json"" || L63:R08B0_SPLIT = R08B0_DIR / ""source_split_manifest.csv"" ### L60: || L61:R08B0_DIR = ROOT / ""outputs"" / ""Q1_R08B0_mnms_source_only_deeplab_pilot_v1"" || L62:R08B0_LOCK = R08B0_DIR / ""Q1_R08B0_MNMS_SOURCE_ONLY_PILOT_LOCK.json"" || L63:R08B0_SPLIT = R08B0_DIR / ""source_split_manifest.csv"" || L64:EXPECTED_R08B0_LOCK_SHA256 = ""393fae163812613b9d7980236deb75d1b5d80d6c52fc98de8e9d461e514a5582"" ### L61:R08B0_DIR = ROOT / ""outputs"" / ""Q1_R08B0_mnms_source_only_deeplab_pilot_v1"" || L62:R08B0_LOCK = R08B0_DIR / ""Q1_R08B0_MNMS_SOURCE_ONLY_PILOT_LOCK.json"" || L63:R08B0_SPLIT = R08B0_DIR / ""source_split_manifest.csv"" || L64:EXPECTED_R08B0_LOCK_SHA256 = ""393fae163812613b9d7980236deb75d1b5d80d6c52fc98de8e9d461e514a5582"" || L65:EXPECTED_R08B0_DECISION = ""MNMS_SOURCE_ONLY_SEGMENTATION_PILOT_READY"" ### L63:R08B0_SPLIT = R08B0_DIR / ""source_split_manifest.csv"" || L64:EXPECTED_R08B0_LOCK_SHA256 = ""393fae163812613b9d7980236deb75d1b5d80d6c52fc98de8e9d461e514a5582"" || L65:EXPECTED_R08B0_DECISION = ""MNMS_SOURCE_ONLY_SEGMENTATION_PILOT_READY"" || L66: || L67:DATA_DIR = ROOT / ""data"" / ""processed"" / ""MnMs_R08A2_BA_compact_v1"""
code/Q1_R08C0_mnms_source_utility_asset_v1.py,,165,"L2:# -*- coding: utf-8 -*- || L3: || L4:""""""Q1-R08C0 — M&Ms source-only SOURCE-vs-A1 utility asset. || L5: || L6:Target images and masks are never opened. ### L34: || L35:VERSION = ""2026-08-20-Q1-R08C0-v1"" || L36:BUILD = ""Q1_R08C0_MNMS_SOURCE_ONLY_UTILITY_ASSET"" || L37: || L38:PROTOCOL = ROOT / ""docs"" / ""Q1_R08C0_mnms_source_utility_asset_preregistered_protocol_v1.md"" ### L36:BUILD = ""Q1_R08C0_MNMS_SOURCE_ONLY_UTILITY_ASSET"" || L37: || L38:PROTOCOL = ROOT / ""docs"" / ""Q1_R08C0_mnms_source_utility_asset_preregistered_protocol_v1.md"" || L39:EXPECTED_PROTOCOL_SHA256 = ""c5e0b125a13e5c35772c0be55685fbe08bc2365bc03f061084849ebcf5e45075"" || L40: ### L39:EXPECTED_PROTOCOL_SHA256 = ""c5e0b125a13e5c35772c0be55685fbe08bc2365bc03f061084849ebcf5e45075"" || L40: || L41:R08B1_DIR = ROOT / ""outputs"" / ""Q1_R08B1_mnms_heterogeneous_source_only_panel_v1"" || L42:R08B1_LOCK = R08B1_DIR / ""Q1_R08B1_MNMS_HETEROGENEOUS_SOURCE_PANEL_LOCK.json"" || L43:EXPECTED_R08B1_LOCK_SHA256 = ""f3af46f44ca2db3a0d8d36dea2f2ce476d86d1b1926c43651d09626e8f76e478"" ### L40: || L41:R08B1_DIR = ROOT / ""outputs"" / ""Q1_R08B1_mnms_heterogeneous_source_only_panel_v1"" || L42:R08B1_LOCK = R08B1_DIR / ""Q1_R08B1_MNMS_HETEROGENEOUS_SOURCE_PANEL_LOCK.json"" || L43:EXPECTED_R08B1_LOCK_SHA256 = ""f3af46f44ca2db3a0d8d36dea2f2ce476d86d1b1926c43651d09626e8f76e478"" || L44:EXPECTED_R08B1_DECISION = ""MNMS_HETEROGENEOUS_SOURCE_PANEL_READY"" ### L42:R08B1_LOCK = R08B1_DIR / ""Q1_R08B1_MNMS_HETEROGENEOUS_SOURCE_PANEL_LOCK.json"" || L43:EXPECTED_R08B1_LOCK_SHA256 = ""f3af46f44ca2db3a0d8d36dea2f2ce476d86d1b1926c43651d09626e8f76e478"" || L44:EXPECTED_R08B1_DECISION = ""MNMS_HETEROGENEOUS_SOURCE_PANEL_READY"" || L45:SOURCE_SPLIT = R08B1_DIR / ""inherited_source_split_manifest.csv"" || L46:OUTPUT_DIR = ROOT / ""outputs"" / ""Q1_R08C0_mnms_source_utility_asset_v1"" ### L43:EXPECTED_R08B1_LOCK_SHA256 = ""f3af46f44ca2db3a0d8d36dea2f2ce476d86d1b1926c43651d09626e8f76e478"" || L44:EXPECTED_R08B1_DECISION = ""MNMS_HETEROGENEOUS_SOURCE_PANEL_READY"" || L45:SOURCE_SPLIT = R08B1_DIR / ""inherited_source_split_manifest.csv"" || L46:OUTPUT_DIR = ROOT / ""outputs"" / ""Q1_R08C0_mnms_source_utility_asset_v1"" || L47: ### L44:EXPECTED_R08B1_DECISION = ""MNMS_HETEROGENEOUS_SOURCE_PANEL_READY"" || L45:SOURCE_SPLIT = R08B1_DIR / ""inherited_source_split_manifest.csv"" || L46:OUTPUT_DIR = ROOT / ""outputs"" / ""Q1_R08C0_mnms_source_utility_asset_v1"" || L47: || L48:ARCHITECTURES = (""deeplabv3_r50"", ""fcn_r50"", ""segformer_b0"")"
code/Q1_R08C1_mnms_source_only_harm_predictability_audit_v1.py,,11,"L2:# -*- coding: utf-8 -*- || L3:"""""" || L4:Q1-R08C1 Source-only HARM Predictability Audit || L5:"""""" || L6: ### L75:groups = df[""subject_id""].astype(str).values || L76: || L77:print(""===== Q1-R08C1 SOURCE-ONLY HARM PREDICTABILITY AUDIT ====="") || L78:print(""Version:"", VERSION) || L79:print(""rows="", len(df)) ### L84: || L85:gkf = GroupKFold(5) || L86:outputs = [] || L87: || L88:for name, model in models().items(): ### L114:) || L115: || L116:outputs.append({ || L117:""model"": name, || L118:""AUROC"": auc, ### L121:}) || L122: || L123:out = Path(args.output) || L124:out.mkdir(parents=True, exist_ok=True) || L125: ### L124:out.mkdir(parents=True, exist_ok=True) || L125: || L126:pd.DataFrame(outputs).to_csv( || L127:out / ""harm_predictability_summary.csv"", || L128:index=False ### L134:""target_used"": False, || L135:""rows"": len(df), || L136:""results"": outputs || L137:}, f, indent=2) || L138: ### L137:}, f, indent=2) || L138: || L139:print(""Decision: MNMS_SOURCE_ONLY_HARM_PREDICTABILITY_COMPLETE"") || L140: || L141:"
code/Q1_R08C1_mnms_source_only_harm_predictability_audit_v1_fix1.py,,11,"L4:"""""" || L5:Q1-R08C1 FIX1 || L6:M&Ms Source-only HARM Predictability Audit || L7: || L8:Input: ### L7: || L8:Input: || L9:Q1_R08C0/source_utility_table.csv || L10: || L11:Label: ### L67: || L68:def main_run(args): || L69:csv_path = Path(args.asset) / ""source_utility_table.csv"" || L70: || L71:if not csv_path.exists(): ### L88:drop_cols = { || L89:""direction"", || L90:""source_vendor"", || L91:""target_vendor"", || L92:""architecture"", ### L94:""subject_id"", || L95:""centre"", || L96:""source_group_fold"", || L97:""perturbation"", || L98:""outcome"" ### L109:).fillna(0) || L110: || L111:print(""===== Q1-R08C1 FIX1 SOURCE-ONLY HARM PREDICTABILITY ====="") || L112:print(""Version:"", VERSION) || L113:print(""rows="", len(df)) ### L159:}) || L160: || L161:out = Path(args.output) || L162:out.mkdir(parents=True, exist_ok=True) || L163: ### L176:}, f, indent=2) || L177: || L178:print(""Decision: MNMS_SOURCE_ONLY_HARM_PREDICTABILITY_COMPLETE"") || L179: || L180:"
code/Q1_R08D0p5_source_risk_replay_v1.py,,31,"L4:"""""" || L5:Q1-R08D0p5 || L6:Source risk replay from frozen predictor. || L7: || L8:Purpose: ### L7: || L8:Purpose: || L9:Generate row-level source risk scores for distribution audit. || L10: || L11:Uses: ### L10: || L11:Uses: || L12:- R08C0 source utility table || L13:- R08E0p5 frozen harm predictor || L14: ### L28: || L29:FEATURES = [ || L30:""source_entropy_mean"", || L31:""source_entropy_std"", || L32:""source_entropy_q10"", ### L29:FEATURES = [ || L30:""source_entropy_mean"", || L31:""source_entropy_std"", || L32:""source_entropy_q10"", || L33:""source_entropy_q50"", ### L30:""source_entropy_mean"", || L31:""source_entropy_std"", || L32:""source_entropy_q10"", || L33:""source_entropy_q50"", || L34:""source_entropy_q90"", ### L31:""source_entropy_std"", || L32:""source_entropy_q10"", || L33:""source_entropy_q50"", || L34:""source_entropy_q90"", || L35:""source_prob_mean"", ### L32:""source_entropy_q10"", || L33:""source_entropy_q50"", || L34:""source_entropy_q90"", || L35:""source_prob_mean"", || L36:""source_prob_std"","
code/Q1_R08E1_neopolyp_frozen_risk_inference_v1.py,NeoPolyp,28,"L7: || L8:Purpose: || L9:Generate external NeoPolyp risk scores using the frozen source-only || L10:harm predictor. || L11: ### L17: || L18:Input: || L19:A prepared NeoPolyp table containing frozen source-only uncertainty || L20:features plus source/A1 outcomes. || L21: ### L18:Input: || L19:A prepared NeoPolyp table containing frozen source-only uncertainty || L20:features plus source/A1 outcomes. || L21: || L22:Output: ### L20:features plus source/A1 outcomes. || L21: || L22:Output: || L23:neopolyp_risk_validation_table.csv || L24:"""""" ### L47:def build_frozen_predictor(): || L48:# R08C1 frozen model family. || L49:# Coefficients should be injected from the locked source-only training artifact. || L50:return Pipeline([ || L51:(""scaler"", StandardScaler()), ### L68: || L69:feature_cols = [ || L70:""source_entropy_mean"", || L71:""source_entropy_std"", || L72:""source_entropy_q10"", ### L69:feature_cols = [ || L70:""source_entropy_mean"", || L71:""source_entropy_std"", || L72:""source_entropy_q10"", || L73:""source_entropy_q50"", ### L70:""source_entropy_mean"", || L71:""source_entropy_std"", || L72:""source_entropy_q10"", || L73:""source_entropy_q50"", || L74:""source_entropy_q90"","
code/Q1_R08E1_neopolyp_frozen_risk_inference_v1_fix2.py,NeoPolyp,25,"L8:Uses: || L9:- R08E0p5 frozen harm predictor artifact || L10:- NeoPolyp source-only uncertainty features || L11: || L12:No: ### L29: || L30:FEATURES = [ || L31:""source_entropy_mean"", || L32:""source_entropy_std"", || L33:""source_entropy_q10"", ### L30:FEATURES = [ || L31:""source_entropy_mean"", || L32:""source_entropy_std"", || L33:""source_entropy_q10"", || L34:""source_entropy_q50"", ### L31:""source_entropy_mean"", || L32:""source_entropy_std"", || L33:""source_entropy_q10"", || L34:""source_entropy_q50"", || L35:""source_entropy_q90"", ### L32:""source_entropy_std"", || L33:""source_entropy_q10"", || L34:""source_entropy_q50"", || L35:""source_entropy_q90"", || L36:""source_prob_mean"", ### L33:""source_entropy_q10"", || L34:""source_entropy_q50"", || L35:""source_entropy_q90"", || L36:""source_prob_mean"", || L37:""source_prob_std"", ### L34:""source_entropy_q50"", || L35:""source_entropy_q90"", || L36:""source_prob_mean"", || L37:""source_prob_std"", || L38:""source_prob_q10"", ### L35:""source_entropy_q90"", || L36:""source_prob_mean"", || L37:""source_prob_std"", || L38:""source_prob_q10"", || L39:""source_prob_q50"","
code/Q1_R08E1_pre_neopolyp_feature_assembly_v1.py,NeoPolyp,29,"L25: || L26:RENAME = { || L27:""paot_mrz19_harm_probability"": ""source_entropy_mean"", || L28:""paot_mrz19_benefit_probability"": ""source_prob_mean"", || L29:""paot_raw19_harm_probability"": ""source_logit_abs_mean"", ### L26:RENAME = { || L27:""paot_mrz19_harm_probability"": ""source_entropy_mean"", || L28:""paot_mrz19_benefit_probability"": ""source_prob_mean"", || L29:""paot_raw19_harm_probability"": ""source_logit_abs_mean"", || L30:""paot_raw19_benefit_probability"": ""source_confidence_mean"", ### L27:""paot_mrz19_harm_probability"": ""source_entropy_mean"", || L28:""paot_mrz19_benefit_probability"": ""source_prob_mean"", || L29:""paot_raw19_harm_probability"": ""source_logit_abs_mean"", || L30:""paot_raw19_benefit_probability"": ""source_confidence_mean"", || L31:} ### L28:""paot_mrz19_benefit_probability"": ""source_prob_mean"", || L29:""paot_raw19_harm_probability"": ""source_logit_abs_mean"", || L30:""paot_raw19_benefit_probability"": ""source_confidence_mean"", || L31:} || L32: ### L58: || L59:feature_cols = [ || L60:""source_entropy_mean"", || L61:""source_entropy_std"", || L62:""source_entropy_q10"", ### L59:feature_cols = [ || L60:""source_entropy_mean"", || L61:""source_entropy_std"", || L62:""source_entropy_q10"", || L63:""source_entropy_q50"", ### L60:""source_entropy_mean"", || L61:""source_entropy_std"", || L62:""source_entropy_q10"", || L63:""source_entropy_q50"", || L64:""source_entropy_q90"", ### L61:""source_entropy_std"", || L62:""source_entropy_q10"", || L63:""source_entropy_q50"", || L64:""source_entropy_q90"", || L65:""source_prob_mean"","
code/Q1_R08E1_pre_neopolyp_feature_assembly_v1_fix1.py,NeoPolyp,30,"L15: || L16:FEATURES = [ || L17:""source_entropy_mean"", || L18:""source_entropy_std"", || L19:""source_entropy_q10"", ### L16:FEATURES = [ || L17:""source_entropy_mean"", || L18:""source_entropy_std"", || L19:""source_entropy_q10"", || L20:""source_entropy_q50"", ### L17:""source_entropy_mean"", || L18:""source_entropy_std"", || L19:""source_entropy_q10"", || L20:""source_entropy_q50"", || L21:""source_entropy_q90"", ### L18:""source_entropy_std"", || L19:""source_entropy_q10"", || L20:""source_entropy_q50"", || L21:""source_entropy_q90"", || L22:""source_prob_mean"", ### L19:""source_entropy_q10"", || L20:""source_entropy_q50"", || L21:""source_entropy_q90"", || L22:""source_prob_mean"", || L23:""source_prob_std"", ### L20:""source_entropy_q50"", || L21:""source_entropy_q90"", || L22:""source_prob_mean"", || L23:""source_prob_std"", || L24:""source_prob_q10"", ### L21:""source_entropy_q90"", || L22:""source_prob_mean"", || L23:""source_prob_std"", || L24:""source_prob_q10"", || L25:""source_prob_q50"", ### L22:""source_prob_mean"", || L23:""source_prob_std"", || L24:""source_prob_q10"", || L25:""source_prob_q50"", || L26:""source_prob_q90"","
code/Q1_R08F0_neopolyp_frozen_risk_aware_external_validation_v1.py,NeoPolyp,7,"L7: || L8:Purpose: || L9:External validation of the frozen source-only risk-aware TTA policy. || L10: || L11:Frozen: ### L20: || L21:Input: || L22:NeoPolyp source/A1 predictions and GT-derived outcomes. || L23: || L24:This script only evaluates the frozen policy. ### L54:required = { || L55:""risk_score"", || L56:""source_dice"", || L57:""a1_dice"", || L58:""outcome"" ### L73:use_tent, || L74:df[""a1_dice""].values, || L75:df[""source_dice""].values || L76:) || L77: ### L112:print(f""{k}={v}"") || L113: || L114:out = Path(args.output) || L115:out.mkdir(parents=True, exist_ok=True) || L116: ### L144: || L145:parser.add_argument( || L146:""--output"", || L147:default=r""F:\MEDSEG_SAFETTA\outputs\Q1_R08F0_neopolyp_frozen_risk_validation_v1"" || L148:) ### L145:parser.add_argument( || L146:""--output"", || L147:default=r""F:\MEDSEG_SAFETTA\outputs\Q1_R08F0_neopolyp_frozen_risk_validation_v1"" || L148:) || L149:"
code/Q1_R08F0_neopolyp_frozen_risk_aware_external_validation_v1_fix1.py,NeoPolyp,11,"L43:required = [ || L44:""risk_score"", || L45:""source_dice"", || L46:""a1_dice"", || L47:] ### L56: || L57:df[""policy""] = ""A1_TENT"" || L58:df.loc[df[""risk_score""] >= threshold, ""policy""] = ""SOURCE"" || L59: || L60:df[""selected_dice""] = df[""a1_dice""] ### L60:df[""selected_dice""] = df[""a1_dice""] || L61:df.loc[ || L62:df[""policy""] == ""SOURCE"", || L63:""selected_dice"" || L64:] = df.loc[ ### L63:""selected_dice"" || L64:] = df.loc[ || L65:df[""policy""] == ""SOURCE"", || L66:""source_dice"" || L67:] ### L64:] = df.loc[ || L65:df[""policy""] == ""SOURCE"", || L66:""source_dice"" || L67:] || L68: ### L71:""rows"": int(len(df)), || L72:""threshold"": threshold, || L73:""source_rows"": int((df.policy == ""SOURCE"").sum()), || L74:""tent_rows"": int((df.policy == ""A1_TENT"").sum()), || L75:""mean_source_dice"": float(df.source_dice.mean()), ### L73:""source_rows"": int((df.policy == ""SOURCE"").sum()), || L74:""tent_rows"": int((df.policy == ""A1_TENT"").sum()), || L75:""mean_source_dice"": float(df.source_dice.mean()), || L76:""mean_a1_dice"": float(df.a1_dice.mean()), || L77:""mean_selected_dice"": float(df.selected_dice.mean()), ### L80:} || L81: || L82:out = Path(args.output) || L83:out.mkdir(parents=True, exist_ok=True) || L84:"
code/Q1_R10H2_NeoPolyp_external_labeled_panel_builder_fix1.py,NeoPolyp,41,"L31: || L32:RAW_FEATURES = [ || L33:""source_entropy_mean"", || L34:""source_entropy_std"", || L35:""source_entropy_q10"", ### L32:RAW_FEATURES = [ || L33:""source_entropy_mean"", || L34:""source_entropy_std"", || L35:""source_entropy_q10"", || L36:""source_entropy_q50"", ### L33:""source_entropy_mean"", || L34:""source_entropy_std"", || L35:""source_entropy_q10"", || L36:""source_entropy_q50"", || L37:""source_entropy_q90"", ### L34:""source_entropy_std"", || L35:""source_entropy_q10"", || L36:""source_entropy_q50"", || L37:""source_entropy_q90"", || L38:""source_prob_mean"", ### L35:""source_entropy_q10"", || L36:""source_entropy_q50"", || L37:""source_entropy_q90"", || L38:""source_prob_mean"", || L39:""source_prob_std"", ### L36:""source_entropy_q50"", || L37:""source_entropy_q90"", || L38:""source_prob_mean"", || L39:""source_prob_std"", || L40:""source_prob_q10"", ### L37:""source_entropy_q90"", || L38:""source_prob_mean"", || L39:""source_prob_std"", || L40:""source_prob_q10"", || L41:""source_prob_q50"", ### L38:""source_prob_mean"", || L39:""source_prob_std"", || L40:""source_prob_q10"", || L41:""source_prob_q50"", || L42:""source_prob_q90"","
code/Q1_R10I1_source_relation_stability_LOMO_feasibility_fix1.py,,93,"L4: || L5:"""""" || L6:Q1_R10I1_source_relation_stability_LOMO_feasibility_fix1.py || L7: || L8:Purpose ### L17: || L18:Safety transfer depends more on STABILITY OF FEATURE-LABEL RELATIONSHIPS || L19:across source environments than on marginal feature-distribution stability. || L20: || L21:Protocol ### L23:Leave-One-Model-Family-Out (LOMO): || L24:- target family = held-out model family || L25:- other two families = labeled source environments || L26:- 5-fold StratifiedGroupKFold by sample_id || L27:- target labels are evaluation-only ### L29:Feature selection for RELATION_STABLE_FILTER: || L30:For each outer fold and each candidate feature: || L31:1) compute univariate AUROC separately in the two SOURCE families, || L32:using source-training cases only; || L33:2) retain the feature iff BOTH source-family AUROCs show the same direction ### L30:For each outer fold and each candidate feature: || L31:1) compute univariate AUROC separately in the two SOURCE families, || L32:using source-training cases only; || L33:2) retain the feature iff BOTH source-family AUROCs show the same direction || L34:and each has at least MIN_SIGNAL=0.05 distance from random: ### L31:1) compute univariate AUROC separately in the two SOURCE families, || L32:using source-training cases only; || L33:2) retain the feature iff BOTH source-family AUROCs show the same direction || L34:and each has at least MIN_SIGNAL=0.05 distance from random: || L35:both >= 0.55  OR  both <= 0.45 ### L74: || L75:DEFAULT_PANEL = ( || L76:""F:/MEDSEG_SAFETTA/outputs/"" || L77:""Q1_R10A0_invariant_feature_table_v1/"" || L78:""invariant_feature_table.csv"" ### L79:) || L80: || L81:DEFAULT_OUTPUT = ( || L82:""F:/MEDSEG_SAFETTA/outputs/"" || L83:""Q1_R10I1_source_relation_stability_LOMO_feasibility_fix1_v1"""
code/Q1_R10J0_source_prediction_npz_relocation_schema_audit_fix2.py,,38,"L4: || L5:"""""" || L6:Q1_R10J0_source_prediction_npz_relocation_schema_audit_fix2.py || L7: || L8:Purpose ### L16:1) Read the frozen R05D3 manifest. || L17:2) Extract the 9 expected NPZ basenames. || L18:3) Recursively search F:/MEDSEG_SAFETTA/outputs for exact basename matches. || L19:4) If an expected basename has: || L20:- one exact match: accept it; ### L27:- inspect all 9 NPZ schemas; || L28:- print keys / shapes / dtypes / ranges; || L29:- identify source-only prediction-array candidates by key name. || L30: || L31:AUDIT ONLY ### L51: || L52:DEFAULT_MANIFEST = ( || L53:""F:/MEDSEG_SAFETTA/outputs/"" || L54:""Q1_R05D3_neopolyp_source_a1_prediction_lock_v1_fix1/"" || L55:""model_case_prediction_manifest.csv"" ### L52:DEFAULT_MANIFEST = ( || L53:""F:/MEDSEG_SAFETTA/outputs/"" || L54:""Q1_R05D3_neopolyp_source_a1_prediction_lock_v1_fix1/"" || L55:""model_case_prediction_manifest.csv"" || L56:) ### L57: || L58:DEFAULT_OUTCOMES = ( || L59:""F:/MEDSEG_SAFETTA/outputs/"" || L60:""Q1_R05D4_neopolyp_gt_reveal_paot_confirmatory_evaluation_v1/"" || L61:""model_case_outcomes.csv"" ### L62:) || L63: || L64:DEFAULT_SEARCH_ROOT = ""F:/MEDSEG_SAFETTA/outputs"" || L65: || L66:DEFAULT_OUTPUT = ( ### L64:DEFAULT_SEARCH_ROOT = ""F:/MEDSEG_SAFETTA/outputs"" || L65: || L66:DEFAULT_OUTPUT = ( || L67:""F:/MEDSEG_SAFETTA/outputs/"" || L68:""Q1_R10J0_source_prediction_npz_relocation_schema_audit_fix2_v1"""
